AU,Wearing apparel; furs (18),375381.9556090432
CH,"Fabricated metal products, except machinery and equipment (28)",373343.1535307172
MX,Other non-metallic mineral products,373199.10839451384
CA-ON,Recreational vehicle park and recreational camp services,372896.2068588584
WF,Other services (93),370236.7934260135
TR,Machinery and equipment n.e.c. (29),369083.45211686555
TR,Fish products,367200.3258666814
CA-NS,"Wholesale margins - food, beverages and tobacco products",366340.84112412954
NL,P- and other fertiliser,366130.6353422193
ES,White Spirit & SBP,365752.0272348863
CA-AB,Soaps and cleaning compounds,365491.3450457321
CA-ON,"Other professional, scientific and technical services",364960.5475188099
CA-BC,Natural gas,364254.69356924464
EE,Furniture; other manufactured goods n.e.c. (36),363994.15999786987
KR,Paper and paper products,363814.6639234118
AT,Machinery and equipment n.e.c. (29),363788.6844867338
CA-AB,"Cookies, crackers and baked sweet goods",362899.42803511175
CA-AB,Admissions to live performing arts performances,361718.9781488402
CA-AB,Tuition and similar fees for universities,361402.86230537156
FR,Crops nec,361364.86154029024
CA-NB,Newspapers,359515.41322527156
PT,"Vegetables, fruit, nuts",358802.89731707406
GR,Membership organisation services n.e.c. (91),358199.7203077589
RU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),357848.80003277876
NL,N-fertiliser,357382.954483611
CA-PE,Fresh potatoes,357325.1788670743
CA-NB,Life insurance services,356749.6154129739
CA-ON,Non-metallic minerals (except diamonds),355103.42451596825
SI,Furniture; other manufactured goods n.e.c. (36),354769.4754489087
WM,Other services (93),354151.69283796946
BE,Transportation services via pipelines,352735.4008052893
CA-BC,Fresh potatoes,351434.1796375563
WL,Electrical machinery and apparatus n.e.c. (31),351027.68380279664
EE,Food products nec,350734.54000324017
NO,Meat products nec,350726.43954482937
AT,Non-specified Petroleum Products,349672.01997794665
CN,"Recreational, cultural and sporting services (92)",348880.97796828515
GR,Other land transportation services,348633.8864217706
CA-NB,Softwood lumber,348230.5753483286
CA-NB,Parking services,348019.9868807923
NL,Other business services (74),347559.89926748903
CZ,"Medical, precision and optical instruments, watches and clocks (33)",346863.5643810468
IN,Non-specified Petroleum Products,346710.6471770752
ID,Printed matter and recorded media (22),346625.1297465221
WM,"Insurance and pension funding services, except compulsory social security services (66)",346210.58927003026
CA-SK,Rental and operating leasing services of other goods,346058.56771944195
FI,Other transport equipment (35),342726.6353805823
CA-MB,Rental and operating leasing services of other goods,340107.0665799009
NL,Rubber and plastic products (25),339495.1283278541
IT,"Radio, television and communication equipment and apparatus (32)",338676.5894455987
RO,Tobacco products (16),337297.99317534664
CA-QC,Motor vehicle brakes and brake systems,336314.129429478
ES,"Fabricated metal products, except machinery and equipment (28)",335776.33243846835
CA-AB,"Other food products, n.e.c.",334830.4588004564
CA-NT,"Laundry, dry-cleaning and related services",334743.8649127136
CA-AB,Retail margins - food and beverages,334567.9626261999
ES,Meat animals nec,334059.43159212056
CA-AB,"Flour mixes, dough and dry pasta",333200.6490012633
PL,"Insurance and pension funding services, except compulsory social security services (66)",333159.2900351049
MT,Services auxiliary to financial intermediation (67),332969.3194679515
IN,Paper and paper products,332959.6844779501
FR,Glass and glass products,332065.1999527564
CA-MB,Newspapers,332003.3542270268
ES,Tobacco products (16),331698.49548447994
NL,Wearing apparel; furs (18),330561.57416961883
IN,"Wool, silk-worm cocoons",329694.2369063165
KR,Fish products,328409.2198283067
WM,Printed matter and recorded media (22),328060.1208931998
BE,Electrical machinery and apparatus n.e.c. (31),327297.1569911837
CA-AB,Taxi and limousine services,325622.8224468588
HR,Wearing apparel; furs (18),323580.7110822119
PT,Dairy products,322954.66438420594
WE,Meat products nec,322744.33111198974
CA-NB,Recreational vehicle park and recreational camp services,320049.34061995667
WA,Supporting and auxiliary transport services; travel agency services (63),317272.44472929207
CA-SK,Flour and other grain mill products,317212.83741402446
CA-NB,Vehicle insurance services,316953.2595366919
NL,Sea and coastal water transportation services,316436.59333601117
CA-BC,Road transportation support services,315762.64935550693
FR,"Fabricated metal products, except machinery and equipment (28)",314247.4964559271
TR,Services auxiliary to financial intermediation (67),314057.8284173489
CA-SK,Dog and cat food,313704.9775714113
HU,White Spirit & SBP,313697.12160087057
CA-BC,Heritage institution services,313507.0031201539
FR,Paraffin Waxes,313292.6937921864
TR,Other land transportation services,313292.1133692741
CZ,Glass and glass products,312363.5630928513
JP,Fish products,312143.79111827974
CA-ON,Fresh potatoes,311864.7137818862
IE,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",311832.0883511441
CA-SK,Margarine and cooking oils,311542.81809129874
CA-ON,Breakfast cereal and other cereal products,310785.04352451564
CA-ON,"Carpets, rugs and mats",310184.456242495
FI,"Fabricated metal products, except machinery and equipment (28)",309849.865571938
CA-NB,Amusement and recreational services,309006.0229967291
DE,Printed matter and recorded media (22),308406.231380036
ES,"Cement, lime and plaster",307825.2132248776
CZ,Other transport equipment (35),307708.46463596245
BE,Sea and coastal water transportation services,306955.75723562407
WE,"Medical, precision and optical instruments, watches and clocks (33)",306717.43669245177
ID,Hotel and restaurant services (55),306029.6460133481
ZA,Rubber and plastic products (25),305799.72830272024
CA-BC,"Medical, dental and personal safety supplies, instruments and equipment",304497.75024224544
CA-NB,Other animal feed,303482.67521370854
PT,Glass and glass products,303394.83568104904
JP,Other non-metallic mineral products,303383.0091520986
CA-NB,Plastic and foam building and construction materials,303191.86308333086
DK,Meat products nec,302495.07388977974
NL,Kerosene Type Jet Fuel,301803.06113310426
NO,Dairy products,301699.43024334963
GR,Post and telecommunication services (64),299378.5888843769
BR,Hotel and restaurant services (55),298615.80121442635
IE,Renting services of machinery and equipment without operator and of personal and household goods (71),297865.56366245257
CA-NL,Heritage institution services,295778.25656606385
CA-NT,"Chemical products, n.e.c.",295747.4807980685
CA-SK,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",295646.90170368005
DK,Machinery and equipment n.e.c. (29),295499.06446436583
WM,Non-specified Petroleum Products,294095.7216724103
KR,Real estate services (70),291993.1300152708
WL,"Recreational, cultural and sporting services (92)",291620.04024092486
CA-NS,"Ice cream, sherbet and similar frozen desserts",290757.25342327537
WM,Glass and glass products,289074.21501388156
HU,"Radio, television and communication equipment and apparatus (32)",288970.15385245846
NO,Services auxiliary to financial intermediation (67),288664.1603660973
CA-BC,Taxi and limousine services,288117.9024164112
CA-AB,Wholesale margins - miscellaneous products,285947.151759311
NO,Furniture; other manufactured goods n.e.c. (36),285890.6519270936
FR,White Spirit & SBP,285862.79153350974
CA-ON,Retail margins - motor vehicles and parts,285804.1762319534
CA-AB,"Travel arrangement, reservation and planning services",284276.7137810364
WM,Machinery and equipment n.e.c. (29),284206.7315262395
CA-AB,General purpose software,283789.237502415
TW,Services auxiliary to financial intermediation (67),283513.3255476075
CA-BC,Wholesale margins - farm products,283158.47931980464
CA-AB,Prefabricated wood and manufactured (mobile) buildings and components,283143.49055532884
CA-AB,Other miscellaneous crop products,281508.94177073985
RU,Naphtha,280925.4911743009
ID,Other land transportation services,280794.06989757257
CA-NB,"Ice cream, sherbet and similar frozen desserts",280719.15187994187
CA-ON,Metalworking machinery and industrial moulds,280625.7644614425
KR,Leather and leather products (19),280235.3716448145
DE,Motor Gasoline,279378.57251340005
AT,Other land transportation services,279173.53887045773
FR,Railway transportation services,278107.2901374657
DK,Post and telecommunication services (64),277066.94904714555
CA-YT,Prepared meals,276882.1655890216
LT,Wearing apparel; furs (18),276364.1434805978
IN,"Cement, lime and plaster",274842.4709291088
GR,Real estate services (70),274541.5770569897
GB,Paper and paper products,272782.25980589044
HR,Hotel and restaurant services (55),272770.77479307837
CA-NS,Rental of residential real estate,272573.70303780626
NL,White Spirit & SBP,272428.2159630665
AU,"Motor vehicles, trailers and semi-trailers (34)",272403.67237225815
CA-QC,Telephone apparatus,272375.3862023235
GR,Other transport equipment (35),272075.80856790196
CA-NS,Wholesale margins - personal and household goods,271936.2630818437
CA-NS,Retail margins - food and beverages,268287.85836483445
FI,"Medical, precision and optical instruments, watches and clocks (33)",268158.7232912608
ZA,Services auxiliary to financial intermediation (67),267891.14321019995
WM,P- and other fertiliser,267647.967614216
SE,Lubricants,266868.08942435787
CA-NB,Non-depository credit intermediation services - explicit charges (fees),266759.7576925912
CA-NB,Fixed telecommunications services (except Internet access),266101.1098273268
WE,Education services (80),265833.9149549337
CA-BC,Ammonia and chemical fertilizers,265175.14333652717
CA-AB,Plastic and foam building and construction materials,264282.16271781607
PT,Rubber and plastic products (25),263183.4493500411
CA-NS,Deposit intermediation services indirectly measured (FISIM),263171.67618223024
CA-BC,Parking services,262828.30543716915
LU,Beverages,262719.23970483465
CA-MB,"Agricultural, lawn and garden machinery and equipment",262513.3386634666
GR,Air transport services (62),262511.4711171914
DE,Other business services (74),262021.56368510344
WE,Glass and glass products,261543.74560981218
PL,"Recreational, cultural and sporting services (92)",260829.59294925354
GR,Chemicals nec,260348.1673358113
CA-AB,"Fresh, frozen and canned fruit and vegetable juices",259486.79677439513
CA-NS,Retail margins - automotive fuels,259058.76293962327
CA-MB,Photographic services,259031.8237835623
CA-ON,Prefabricated wood and manufactured (mobile) buildings and components,258630.92437620665
NL,"Fabricated metal products, except machinery and equipment (28)",258602.08972165931
SE,"Medical, precision and optical instruments, watches and clocks (33)",257895.23842320635
LU,Rubber and plastic products (25),257752.0175948516
CZ,Machinery and equipment n.e.c. (29),257596.44596494228
PL,Textiles (17),256287.32122570765
HU,Rubber and plastic products (25),255887.72797660527
WF,Chemicals nec,255587.14186484736
TR,"Fabricated metal products, except machinery and equipment (28)",255387.77332884478
CA-NS,Life insurance services,254829.4922780413
CA-BC,Recreational vehicle park and recreational camp services,254119.1875130691
SI,Chemicals nec,253388.29960336443
HR,Chemicals nec,252246.33134974993
TR,Rubber and plastic products (25),251563.6982065886
CA-BC,"Travel arrangement, reservation and planning services",250656.74971595177
CA-AB,"Laundry, dry-cleaning and related services",250507.1369608877
FI,Rubber and plastic products (25),250218.53315009
ZA,Leather and leather products (19),250195.16337170644
ES,Textiles (17),248941.95849674422
BR,"Motor vehicles, trailers and semi-trailers (34)",248917.8614508208
CA-NB,"Solid fuel products, n.e.c.",248620.84589691772
GB,Other business services (74),247460.5715320248
CA-NB,Gambling (net wagers),246682.80413236714
IE,Membership organisation services n.e.c. (91),246204.350045152
LU,Chemicals nec,244699.77726384636
CZ,Office machinery and computers (30),244336.73249025198
AU,Fish products,243854.77132863857
NO,Other transport equipment (35),242694.47293740325
IE,Transportation services via pipelines,242507.76187897622
WA,Aluminium and aluminium products,241181.79730984982
HU,"Fabricated metal products, except machinery and equipment (28)",241169.41545136741
CZ,Electrical machinery and apparatus n.e.c. (31),239718.95206422568
ZA,Wearing apparel; furs (18),239718.88217019054
CZ,Transportation services via pipelines,239640.35717549414
KR,Liquefied Petroleum Gases (LPG),238868.44605094157
WE,Meat animals nec,238853.08069435452
FI,Furniture; other manufactured goods n.e.c. (36),238832.87384131935
KR,Meat animals nec,237841.69162251113
ES,Paper and paper products,237009.44653255388
HU,Ceramic goods,236383.76636018255
BR,Machinery and equipment n.e.c. (29),236221.12389803183
US,Cattle,235161.20565757604
CA-NL,Dental services,234288.94780748227
CA-MB,Life insurance services,233722.02081937672
BR,Electrical machinery and apparatus n.e.c. (31),233679.9795287459
WE,Textiles (17),233648.0784204079
ZA,Other land transportation services,232499.3700492993
TR,Dairy products,232297.93415186313
FR,Other land transportation services,231729.98867210041
GR,Furniture; other manufactured goods n.e.c. (36),231182.076594908
DE,Hotel and restaurant services (55),230933.752651564
CA-BC,Life insurance services,230893.0367000985
HU,Air transport services (62),230466.1992336562
CA-BC,"Courier, parcel, and local messenger and delivery services",229631.22102901162
JP,products of Vegetable oils and fats,228893.20254036438
KR,Other services (93),228091.52540468966
IT,Paper and paper products,227252.2055591723
AT,"Radio, television and communication equipment and apparatus (32)",226503.54715298567
CA-NS,Water freight transportation services,226353.07567343392
WL,Post and telecommunication services (64),226103.99916168928
WM,Aluminium and aluminium products,225839.35946621606
CA-SK,"Wholesale margins - machinery, equipment and supplies",224801.4055241645
CA-NS,Paperboard containers,224294.3378063262
CA-ON,Scenic and sightseeing tour services,223768.23773261148
HU,Services auxiliary to financial intermediation (67),223489.62697204607
CA-PE,Alcoholic beverages for immediate consumption,223267.16780826618
DK,Hotel and restaurant services (55),222764.03245917155
AU,Other land transportation services,222231.00824229314
TW,products of Vegetable oils and fats,221411.19723111572
CA-NS,Broadcasting and online games distribution services,219821.8317304941
GR,Electrical machinery and apparatus n.e.c. (31),219285.28921732958
CA-ON,Retail margins - miscellaneous products (except cannabis),217531.45040123406
GB,Health and social work services (85),217020.99824206324
IT,Crops nec,216540.38228879817
CA-ON,Interurban and rural bus passenger transportation services,215977.66825062703
WA,Public administration and defence services; compulsory social security services (75),215631.5120663731
DK,"Recreational, cultural and sporting services (92)",215214.1720969582
AT,Services auxiliary to financial intermediation (67),214931.74507969228
ZA,Post and telecommunication services (64),214781.94886311717
CA-AB,Tuition and similar fees for colleges and C.E.G.E.P.s,214529.6841611005
TW,Sugar,214412.8469379202
WA,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",214243.7886733097
CA-NS,Motor vehicle repair and maintenance services,214166.07821235014
IE,Other services (93),213772.6683240458
WL,Education services (80),213630.2869683649
CA-MB,Printed products,213360.06486505424
CA-AB,Other membership services,212986.62182786368
AU,Furniture; other manufactured goods n.e.c. (36),212790.7346541477
CA-NB,Postal services,211872.43307836022
CA-NB,Retail margins - automotive fuels,211569.3720667997
IE,"Fabricated metal products, except machinery and equipment (28)",211480.43507996437
AT,Ceramic goods,210852.59757451064
CA-BC,Retail margins - food and beverages,210562.58163334383
CA-BC,"Cannabis products (except seeds, plants, and plant parts)",209862.72737788578
NL,Paper and paper products,209654.25834255494
DK,"Medical, precision and optical instruments, watches and clocks (33)",209564.50950948478
BE,Printed matter and recorded media (22),209195.31733554925
SE,Textiles (17),209173.8795412377
ID,Ceramic goods,209119.40523142242
HU,Machinery and equipment n.e.c. (29),209095.82558509146
CA-ON,Rental of non-residential real estate,208676.1190116367
AU,"Recreational, cultural and sporting services (92)",208330.53105784708
SE,Real estate services (70),207692.2029035359
WL,"Motor vehicles, trailers and semi-trailers (34)",207342.07226968193
DE,P- and other fertiliser,207008.82006087134
US,Computer and related services (72),206933.28247143343
GB,Liquefied Petroleum Gases (LPG),206764.2852316461
MX,Sugar,206672.9679843183
CA-PE,Water passenger transportation services,205961.65004657177
IN,"Recreational, cultural and sporting services (92)",205325.91248404846
AU,Services auxiliary to financial intermediation (67),204132.0240652726
CA-ON,Admissions to motion picture film exhibitions,203920.7146213335
SI,Post and telecommunication services (64),203851.5178247629
CA-NS,Cattle and calves,203785.14433493483
CA-QC,"Light gauge metal containers, crowns and closures",203630.10810787242
WE,"Radio, television and communication equipment and apparatus (32)",203608.1422447482
FR,Ceramic goods,203552.32682836757
NL,Glass and glass products,203237.07496682834
CA-PE,Road transportation services for specialized freight,202640.22027759117
AT,Paper and paper products,202542.59938831406
CA-NL,Room or unit accommodation services for travellers,201944.51529466952
TR,products of Vegetable oils and fats,201720.0796508337
WF,Air transport services (62),201395.24354007537
CA-BC,"Non-metallic mineral products, n.e.c.",200722.90125644038
DK,Crops nec,200447.23170896122
AT,Hotel and restaurant services (55),200096.77819848456
GB,Sea and coastal water transportation services,200022.38058402867
MT,Furniture; other manufactured goods n.e.c. (36),199863.9613601847
DK,Fish products,199299.09289800518
BE,Naphtha,199007.19068203893
WA,Biodiesels,198894.11854981678
WA,"Wool, silk-worm cocoons",198699.05600248324
CA-NS,Newspapers,198451.32939560732
PL,"Motor vehicles, trailers and semi-trailers (34)",198261.9184317643
DK,Services auxiliary to financial intermediation (67),198164.66902824736
MX,Crops nec,198100.65155113454
CA-MB,Other miscellaneous crop products,197573.87661970046
SK,"Radio, television and communication equipment and apparatus (32)",196833.98033097896
US,Supporting and auxiliary transport services; travel agency services (63),196569.35046697964
GR,Wearing apparel; furs (18),195509.08080226832
BE,Ceramic goods,195314.60990707023
SE,Post and telecommunication services (64),194313.30662110588
WE,"Fabricated metal products, except machinery and equipment (28)",193287.78537427488
IE,Education services (80),193091.1552399502
SK,Post and telecommunication services (64),193090.72524575616
GR,Services auxiliary to financial intermediation (67),192538.2302356216
BE,"Recreational, cultural and sporting services (92)",192057.78303647015
CA-BC,Postal services,191706.44076027905
BR,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),191082.77080345497
LT,Food products nec,190530.21953225264
CA-SK,"Laundry, dry-cleaning and related services",190481.88029575872
WF,Membership organisation services n.e.c. (91),190084.10519075056
BR,Ceramic goods,190042.81780516115
TR,Glass and glass products,190035.46739300064
CA-MB,Retail margins - automotive fuels,189908.0871573582
BR,"Radio, television and communication equipment and apparatus (32)",189785.11512628183
CA-NB,Motor vehicle repair and maintenance services,189689.89854054485
WL,Real estate services (70),188978.8647881205
KR,Other non-metallic mineral products,188844.30730370252
GB,Ceramic goods,188814.94207498088
RO,Food products nec,188346.95940881324
CA-SK,Fresh potatoes,188194.2064446218
CA-BC,Boats and personal watercraft,187927.72342258826
BE,Dairy products,187879.6260696638
WM,Other land transportation services,187817.00191026967
KR,Kerosene Type Jet Fuel,187627.06578436348
CA-NT,Fixed telecommunications services (except Internet access),187325.6571509489
CA-SK,"Flour mixes, dough and dry pasta",187182.4690593799
PT,"Fabricated metal products, except machinery and equipment (28)",186924.3238706239
HR,Beverages,186393.06417964978
CA-BC,"Paints, coatings and adhesive products",185336.5909705742
BE,"Fabricated metal products, except machinery and equipment (28)",185245.5046472923
CH,Wearing apparel; furs (18),184312.7013807973
SE,"Radio, television and communication equipment and apparatus (32)",184253.83129136928
MX,Railway transportation services,184181.45315712164
IE,Real estate services (70),183370.63560626374
CA-MB,Retail margins - clothing and clothing accessories,182869.2210490204
CA-NB,Cattle and calves,182363.63993492056
WA,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",182238.58868557037
WF,"Motor vehicles, trailers and semi-trailers (34)",182223.4288442721
LV,Crops nec,181833.26723789037
CA-NL,Rental and operating leasing services of other goods,181512.92436734054
ES,Products of meat pigs,180981.64817080757
CA-BC,Freight transportation arrangement and customs brokering services,180786.5829667996
IN,"Financial intermediation services, except insurance and pension funding services (65)",180523.9972387653
BR,Textiles (17),180315.12693260904
FI,Naphtha,179903.4699440078
CH,Services auxiliary to financial intermediation (67),179597.94810336508
PL,Other land transportation services,179036.9612741969
CA-PE,"Processed meat products, other miscellaneous meats and animal by-products",178314.26237289608
CA-NS,Retail margins - clothing and clothing accessories,178297.27008428276
KR,Glass and glass products,177978.68889870666
SE,Machinery and equipment n.e.c. (29),177725.06130644522
CA-NB,Other miscellaneous manufactured products,177547.68224838178
DE,Lubricants,176791.78125917388
CA-AB,"Courier, parcel, and local messenger and delivery services",176735.8646120379
BE,Wearing apparel; furs (18),176636.44608042325
CA-NS,Motor vehicle plastic parts,176517.21542955627
NO,"Radio, television and communication equipment and apparatus (32)",176113.83891475896
GB,White Spirit & SBP,176113.55669077876
NL,products of Vegetable oils and fats,175885.3149129785
DE,Tobacco products (16),175367.32441344997
WL,Glass and glass products,175338.30919321498
TR,Real estate services (70),175338.1902701139
CA-AB,Air transportation support services,175194.1933813413
WE,Membership organisation services n.e.c. (91),175063.2558586676
CA-BC,Tuition and similar fees for universities,175055.40844386743
CN,Other services (93),174559.6688014759
ZA,Meat animals nec,173632.54232035772
BE,"Insurance and pension funding services, except compulsory social security services (66)",173603.5992491283
CA-ON,Motor vehicle brakes and brake systems,173467.47226376462
ES,Education services (80),173229.16593127776
BE,"Medical, precision and optical instruments, watches and clocks (33)",173056.99664497157
CA-AB,Rooming and boarding services,172940.40315878615
CA-ON,Freight and utility trailers,172933.65683905702
AT,Post and telecommunication services (64),172612.72341936536
WF,Non-specified Petroleum Products,172374.83376554865
ZA,Fish products,171969.03191160504
CA-SK,Life insurance services,171954.50616805532
CA-AB,Rental and operating leasing services of motor vehicles,171753.61455475353
IE,Office machinery and computers (30),171752.12162648924
CA-NS,Lighting fixtures,171460.0268626669
FI,Machinery and equipment n.e.c. (29),171313.22885645877
CA-NB,Other loan intermediation services indirectly measured (FISIM),171158.55598670174
BR,Real estate services (70),171011.76641324302
CA-MB,Taxi and limousine services,171008.56553559747
PT,"Radio, television and communication equipment and apparatus (32)",170933.2744819163
WF,Supporting and auxiliary transport services; travel agency services (63),170823.64482980175
CA-ON,Stone,170729.75621231488
EE,"Radio, television and communication equipment and apparatus (32)",170214.0838745156
CA-ON,Foam products (except for construction),169974.7247648192
HU,Post and telecommunication services (64),169764.4236777322
KR,Printed matter and recorded media (22),169693.9994615855
CA-NL,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",169606.41803403076
CA-ON,"Textile products, n.e.c.",169483.03952628403
EE,Dairy products,169196.70205050753
RO,"Radio, television and communication equipment and apparatus (32)",168300.9513546758
TW,Air transport services (62),167816.14006711455
CA-BC,Wholesale margins - miscellaneous products,167510.18386776018
FR,Meat animals nec,167477.82573291392
AU,"Fabricated metal products, except machinery and equipment (28)",166059.82376768836
CA-AB,"Glass (including automotive), glass products and glass containers",165889.52879366273
JP,Non-specified Petroleum Products,165639.44515924735
LU,Textiles (17),165633.9744377772
WA,Paper for treatment: landfill,165623.18470419757
CA-MB,"Wholesale margins - machinery, equipment and supplies",164306.8867796825
IN,Air transport services (62),163603.11184469413
CA-ON,Artificial and synthetic fibres and filaments,163537.88798586512
CA-PE,Rental and operating leasing services of other goods,163466.78820104303
CA-NS,Moving services,163362.6146256518
PT,"Medical, precision and optical instruments, watches and clocks (33)",162531.51889443077
PT,products of Vegetable oils and fats,161908.24113014122
WF,Textiles (17),161865.82361115087
SE,Paper and paper products,161672.80006015697
NO,Food products nec,161604.1973711721
KR,"Insurance and pension funding services, except compulsory social security services (66)",161532.52183216816
CA-NB,Admissions to live sporting events,161414.83683431803
BG,Other transport equipment (35),161226.09170590044
CA-NS,Flour and other grain mill products,160724.2634632626
NO,Air transport services (62),159977.12083658698
CA-SK,Fresh vegetables (except potatoes),159640.54821137112
CA-AB,Interurban and rural bus passenger transportation services,159140.43068278514
CA-NL,Hospital services,159081.38854276764
PL,Dairy products,158962.94105148266
IT,Printed matter and recorded media (22),158806.36943296774
ID,"Vegetables, fruit, nuts",158590.66479683263
CA-NB,Moving services,158238.4562883753
CA-AB,Postal services,158041.98298575266
CA-ON,Photographic services,156307.2050260075
CA-AB,Gambling (net wagers),156271.69322432776
DK,Products of meat pigs,155813.60880106664
SE,Electrical machinery and apparatus n.e.c. (31),155367.0214024321
DE,"Recreational, cultural and sporting services (92)",155272.48590310905
CA-NS,Navigational and guidance instruments,154487.72340493914
IE,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",154360.95756434585
EE,Post and telecommunication services (64),153648.27538944627
CA-ON,Boats and personal watercraft,153344.24736984182
BE,Rubber and plastic products (25),153151.02279019926
CA-ON,Cement,153132.64739697447
CA-NL,Wholesale margins - petroleum and petroleum products,153113.44522273928
ZA,Real estate services (70),152707.24664044776
WF,Leather and leather products (19),152404.9284955462
BR,"Wool, silk-worm cocoons",151744.9126985452
CA-NB,Water freight transportation services,151650.18064659793
AT,Meat products nec,151638.57642807
LT,"Radio, television and communication equipment and apparatus (32)",151526.83611798397
ZA,"Fabricated metal products, except machinery and equipment (28)",151232.13697897072
CA-BC,"Accounting, tax preparation, bookkeeping and payroll services",150698.97497050863
CA-NB,Prefabricated wood and manufactured (mobile) buildings and components,150178.86345896113
WM,Membership organisation services n.e.c. (91),149643.74756716428
BE,Motor Gasoline,149322.88068647316
ID,Machinery and equipment n.e.c. (29),149085.74253280094
CA-NL,Alcoholic beverages for immediate consumption,149024.3304837158
RU,"Motor vehicles, trailers and semi-trailers (34)",148827.55982067328
CA-ON,Motor vehicle electrical and electronic equipment,148010.21054244664
HR,Air transport services (62),147984.52896687342
CN,P- and other fertiliser,147693.31144617323
CA-PE,Air passenger transportation services,147563.57893115934
LV,Glass and glass products,147496.12997759343
HU,Other transport equipment (35),147161.73407789224
CA-NB,Tuition and similar fees for universities,146724.58403361446
AT,Other non-metallic mineral products,146216.70288483505
BR,Fish products,146204.14121226885
MX,Products of meat poultry,145994.4502080788
FR,Other business services (74),145613.6132185771
SE,Other business services (74),145480.62584983275
WE,Rubber and plastic products (25),144902.7205914033
BR,Paper and paper products,144818.73530732215
CA-NL,Water freight transportation services,144104.89746483308
BE,Other business services (74),143524.77169747683
CA-MB,"Custom manufacturing services (except printing, finishing of textiles and metals)",142563.34511547833
SE,"Recreational, cultural and sporting services (92)",141576.7840180274
CA-NB,"Cookies, crackers and baked sweet goods",141026.80754089812
BE,"Vegetables, fruit, nuts",140843.15824691812
WE,Leather and leather products (19),140539.2418974412
CA-AB,Cattle and calves,140388.55230784958
CA-ON,Veneer and plywood,140383.4919221536
ZA,Air transport services (62),140284.89998531216
SI,Hotel and restaurant services (55),140118.28091648483
MX,Services auxiliary to financial intermediation (67),140032.4928828866
DK,Sea and coastal water transportation services,140009.71441590108
CA-ON,Springs and wire products,139934.92270461653
DE,White Spirit & SBP,139924.03620172737
LU,Printed matter and recorded media (22),139829.3786446179
DK,"Radio, television and communication equipment and apparatus (32)",139530.97960201313
CA-BC,Mattresses and foundations,139497.73720537178
IN,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),139420.13743249892
CA-BC,Air freight transportation services,139388.50695613638
RU,Textiles (17),138720.7718623254
MX,Air transport services (62),138703.88541717103
CZ,Ceramic goods,138635.97950151257
CA-NU,"Chemical products, n.e.c.",138497.23112170098
CA-NB,Heating and cooling equipment (except household refrigerators and freezers),138194.84279713756
RO,Chemicals nec,138159.94412369313
RO,Liquefied Petroleum Gases (LPG),137983.89714114234
FR,Real estate services (70),137901.0058095294
ZA,Furniture; other manufactured goods n.e.c. (36),137881.72394098513
CA-NL,Wholesale margins - personal and household goods,137737.80501790455
CA-AB,"Medical, dental and personal safety supplies, instruments and equipment",137575.02454613763
US,Other services (93),136834.6453949904
GB,Other services (93),136783.3697585116
CA-BC,Rental of residential real estate,136768.10571483028
WE,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),136601.7121046809
CA-ON,Lighting fixtures,136246.96189387253
GB,Naphtha,136188.11689458732
TW,Other non-metallic mineral products,136129.29892658844
SE,Naphtha,136119.552218125
AU,Meat animals nec,136052.76720760387
SI,Other transport equipment (35),135635.54719421768
ZA,"Recreational, cultural and sporting services (92)",135098.609266326
BG,Services auxiliary to financial intermediation (67),134847.76368762174
CA-MB,Wholesale margins - building materials and supplies,134755.76560791055
MX,"Recreational, cultural and sporting services (92)",134602.43286602153
ID,Meat animals nec,134276.79345614728
WE,Supporting and auxiliary transport services; travel agency services (63),134033.42371625747
CA-NS,"Wholesale margins - motor vehicles, motor vehicle parts and accessories",133795.32651336558
DE,Meat products nec,133210.23334625046
ID,Air transport services (62),132526.7400505692
EE,P- and other fertiliser,132525.62209438733
WA,Renting services of machinery and equipment without operator and of personal and household goods (71),132454.5601906563
CA-MB,Rail passenger transportation services,132220.71476720914
RU,Electrical machinery and apparatus n.e.c. (31),131971.43195077957
SK,Dairy products,130756.7737050266
WM,Paper and paper products,130730.89576954095
WM,Ceramic goods,130313.0001885691
CA-AB,Life insurance services,130224.17967636853
NO,"Recreational, cultural and sporting services (92)",130120.10320094746
MX,Aluminium and aluminium products,129979.15148441047
MX,Hotel and restaurant services (55),129917.74460399557
SK,Rubber and plastic products (25),129516.38914735285
CN,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",129351.35156590292
US,N-fertiliser,129280.29795039793
PT,Other land transportation services,129226.86930920268
AU,Printed matter and recorded media (22),129126.34386682269
CA-AB,"Solid fuel products, n.e.c.",129017.37890208371
